               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.063443,            0.027805,            0.031702,              0.4213,             0.72506,             0.52976,             0.29034,            0.031687,           0.0086574,            0.016945,            0.070171,           0.0033143,           0.0033143
